generation, 1st activation, 1st dropout, 2nd activation, 2nd dropout, 3rd activation, score, accuracy
0,linear,0.0,linear,0.0,linear,7.75763942565918,0.3569
1,relu,0.5137690529049916,tanh,0.49710905228497104,softplus,0.06598961005923339,0.978
2,softmax,0.9482040258574512,hard_sigmoid,0.2763656730448889,softmax,0.2639815278917551,0.9216
3,linear,0.0,linear,0.0,linear,10.69596808166504,0.2254
4,exponential,0.06544734710218558,selu,0.7290225349666699,softmax,0.35568678542375565,0.8937
